=== MALATAVADI REJECTED CORRECTIONS DETAIL ===
Plot       | Confidence | Ev Imp     | Shift (m)  | Safeguard                 | Detailed Reason
852        | 0.6153     | 0.0290     | 10.20      | baseline                  | Baseline flagging (overlap violation)
853        | 0.6172     | 0.0264     | 10.20      | baseline                  | Baseline flagging (overlap violation)
854        | 0.1741     | 0.0444     | 10.20      | baseline                  | Baseline flagging (area ratio)
855        | 0.2340     | 0.0549     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
858        | 0.4059     | 0.0711     | 10.20      | baseline                  | Baseline flagging (overlap violation)
859        | 0.2159     | 0.0714     | 10.20      | baseline                  | Baseline flagging (area ratio)
86         | 0.8091     | 0.0090     | 9.22       | evidence_threshold        | Insufficient evidence improvement (0.0090 < 0.035)
860        | 0.7881     | 0.0734     | 10.20      | baseline                  | Baseline flagging (overlap violation)
861        | 0.6968     | 0.0391     | 10.05      | baseline                  | Baseline flagging (overlap violation)
862        | 0.4240     | 0.0331     | 10.05      | baseline                  | Baseline flagging (overlap violation)
863        | 0.6158     | 0.0500     | 10.05      | baseline                  | Baseline flagging (overlap violation)
864        | 0.1822     | 0.1351     | 10.05      | baseline                  | Baseline flagging (area ratio)
865        | 0.6575     | 0.1300     | 10.20      | baseline                  | Baseline flagging (overlap violation)
866        | 0.6441     | 0.0041     | 10.20      | baseline                  | Baseline flagging (overlap violation)
867/A      | 0.1200     | 0.0243     | 10.20      | baseline                  | Baseline flagging (area ratio)
869/A      | 0.1587     | 0.0350     | 10.20      | baseline                  | Baseline flagging (area ratio)
869/B      | 0.1683     | 0.0370     | 10.20      | baseline                  | Baseline flagging (area ratio)
87         | 0.3058     | 0.0348     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
870        | 0.1335     | 0.0254     | 10.20      | baseline                  | Baseline flagging (area ratio)
871        | 0.4393     | 0.0290     | 10.20      | baseline                  | Baseline flagging (overlap violation)
872        | 0.7415     | 0.0086     | 10.20      | baseline                  | Baseline flagging (overlap violation)
873        | 0.7272     | 0.0182     | 10.20      | baseline                  | Baseline flagging (overlap violation)
874        | 0.7475     | 0.0000     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0000 < 0.035)
875        | 0.8483     | 0.0263     | 10.20      | baseline                  | Baseline flagging (overlap violation)
877        | 0.1523     | 0.0217     | 10.20      | baseline                  | Baseline flagging (area ratio)
878        | 0.1642     | 0.0158     | 10.20      | baseline                  | Baseline flagging (area ratio)
879        | 0.6302     | 0.0150     | 10.20      | baseline                  | Baseline flagging (overlap violation)
88         | 0.3314     | 0.0703     | 9.22       | baseline                  | Baseline flagging (low legacy conf)
880        | 0.1735     | 0.0058     | 10.20      | baseline                  | Baseline flagging (area ratio)
881        | 0.6307     | 0.0223     | 10.20      | baseline                  | Baseline flagging (overlap violation)
882        | 0.7158     | 0.0099     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0099 < 0.035)
883/A      | 0.1945     | 0.0655     | 10.20      | baseline                  | Baseline flagging (area ratio)
883/B      | 0.1274     | 0.0306     | 10.20      | baseline                  | Baseline flagging (area ratio)
884        | 0.1980     | 0.0000     | 10.20      | baseline                  | Baseline flagging (area ratio)
885        | 0.1750     | 0.0196     | 10.20      | baseline                  | Baseline flagging (area ratio)
888        | 0.8116     | 0.0080     | 10.20      | baseline                  | Baseline flagging (overlap violation)
889        | 0.6857     | 0.0284     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0284 < 0.035)
89         | 0.8150     | 0.0741     | 10.20      | baseline                  | Baseline flagging (overlap violation)
890        | 0.6929     | 0.0100     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0100 < 0.035)
891        | 0.5474     | 0.0329     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0329 < 0.035)
892        | 0.1464     | 0.0592     | 11.05      | baseline                  | Baseline flagging (area ratio)
895/3      | 0.4342     | 0.0663     | 10.05      | confidence_threshold      | Low confidence (0.4342 < 0.50)
897        | 0.8082     | 0.0205     | 10.05      | baseline                  | Baseline flagging (overlap violation)
9          | 0.2490     | 0.1062     | 10.20      | baseline                  | Baseline flagging (area ratio)
90         | 0.2709     | 0.0774     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
901        | 0.1759     | 0.0153     | 10.20      | baseline                  | Baseline flagging (area ratio)
902        | 0.3464     | 0.0374     | 10.05      | baseline                  | Baseline flagging (low legacy conf)
903        | 0.8492     | 0.0200     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0200 < 0.035)
904        | 0.3373     | 0.0294     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
905        | 0.3136     | 0.0527     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
906        | 0.5369     | 0.0372     | 9.22       | baseline                  | Baseline flagging (overlap violation)
907        | 0.1602     | 0.0582     | 9.22       | baseline                  | Baseline flagging (area ratio)
908        | 0.2103     | 0.0295     | 10.20      | baseline                  | Baseline flagging (area ratio)
909        | 0.7963     | 0.0199     | 10.05      | baseline                  | Baseline flagging (overlap violation)
910        | 0.2067     | 0.0238     | 10.05      | baseline                  | Baseline flagging (area ratio)
911        | 0.7738     | 0.0872     | 10.20      | baseline                  | Baseline flagging (overlap violation)
912        | 0.1571     | 0.0300     | 10.05      | baseline                  | Baseline flagging (low legacy conf)
913        | 0.4498     | 0.0132     | 10.20      | baseline                  | Baseline flagging (overlap violation)
914        | 0.7433     | 0.0178     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0178 < 0.035)
915        | 0.1884     | 0.0218     | 10.20      | baseline                  | Baseline flagging (area ratio)
916        | 0.1830     | 0.0346     | 10.20      | baseline                  | Baseline flagging (area ratio)
917        | 0.1857     | 0.0121     | 10.20      | baseline                  | Baseline flagging (area ratio)
918        | 0.7399     | 0.0201     | 10.20      | baseline                  | Baseline flagging (overlap violation)
919        | 0.2073     | 0.0111     | 10.20      | baseline                  | Baseline flagging (area ratio)
91/A       | 0.2037     | 0.0769     | 10.20      | baseline                  | Baseline flagging (area ratio)
91/B       | 0.1510     | 0.0595     | 9.22       | baseline                  | Baseline flagging (area ratio)
92         | 0.5967     | 0.0108     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0108 < 0.035)
920        | 0.4204     | 0.0110     | 10.20      | confidence_threshold      | Low confidence (0.4204 < 0.50)
921        | 0.4759     | 0.0151     | 10.20      | confidence_threshold      | Low confidence (0.4759 < 0.50)
922        | 0.5764     | 0.0194     | 10.20      | baseline                  | Baseline flagging (overlap violation)
923        | 0.6555     | 0.0093     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0093 < 0.035)
924        | 0.5794     | 0.0183     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0183 < 0.035)
925        | 0.4915     | 0.0056     | 10.20      | baseline                  | Baseline flagging (overlap violation)
926        | 0.2128     | 0.0290     | 10.20      | baseline                  | Baseline flagging (area ratio)
927/A      | 0.1818     | 0.0128     | 10.20      | baseline                  | Baseline flagging (area ratio)
927/B      | 0.2013     | 0.0137     | 10.20      | baseline                  | Baseline flagging (area ratio)
928        | 0.5396     | 0.0091     | 10.20      | baseline                  | Baseline flagging (overlap violation)
929        | 0.1985     | 0.0101     | 10.20      | baseline                  | Baseline flagging (area ratio)
93         | 0.4318     | 0.0249     | 9.22       | confidence_threshold      | Low confidence (0.4318 < 0.50)
930        | 0.8129     | 0.0225     | 10.05      | baseline                  | Baseline flagging (overlap violation)
931        | 0.2155     | 0.0733     | 10.05      | baseline                  | Baseline flagging (area ratio)
932        | 0.7261     | 0.1378     | 10.05      | baseline                  | Baseline flagging (overlap violation)
933        | 0.1732     | 0.1035     | 10.05      | baseline                  | Baseline flagging (area ratio)
934        | 0.7724     | 0.0854     | 10.20      | baseline                  | Baseline flagging (overlap violation)
935        | 0.8367     | 0.0183     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0183 < 0.035)
